ID,Start time,Completion time,Email,Name,Gender,Level/Year,Age,Your cumulative average (GPA),Before COVID-19: Which of the following digital tools do you usually use?,After COVID-19: Which of the following digital tools do you usually use?,Before COVID-19: How much time do you spend using the digital tools in learning?,After COVID-19: How much time do you spend using the digital tools in learning?,"Before COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","After COVID-19: I always use digital tools (mobile, laptop, i-pad) in studying.","Before COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.","After COVID-19: When I use the mobile phone, tablet or laptop in e-learning, I cannot concentrate and I am distracted.",Before COVID-19: I have fixed hours for bedtime and wake-up. ,After COVID-19: I have fixed hours for bedtime and wake-up. ,"Before COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.","After COVID-19: Prolonged use of digital tools for learning (mobile, laptop, i-pad) affected my sleeping habits.",Before COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,After COVID-19: Continuous exposure to electronic screens in online learning is tiring and exhausting,"The distance learning system, caused by the COVID-19 epidemic, resulted in social distancing.","Prolonged use of digital tools (mobile, laptop, i-pad) causes students’ isolation ",University learning contributes to strengthening the social personality of students.,Staying home for long periods of time leads to lethargy and laziness.,"Prolonged use of e-learning tools often leads to boredom, nervousness, and tension.",The psychological element is a key factor in the success of the educational process.,"Some students cannot afford buying all necessary digital tools, which is embarrassing and frustrating.",I don’t recommend continuing with the online learning model because it is socially and psychologically unhealthy.,"Measures of lockdown, closures, and quarantine, brought by COVID-19 caused stress, frustration, and depression.",Use of digital learning tools is responsible for my low academic performance.,"The volume of assignments via e-learning led to confusion, frustration and poor performance. ",Face-to-face interaction contributes significantly to boosting students’ academic achievement.,Taking quizzes and exams online from home was not comfortable and made me nervous.
434,6/13/20 20:27:29,6/13/20 20:28:23,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Disagree,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
435,6/13/20 20:28:29,6/13/20 20:29:14,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Mobile phone,Laptop,3-6,3-6,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Agree,Uncertain,Agree,Agree,"Agree	","Uncertain	",Strongly Agree,"Agree	",Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
436,6/13/20 20:29:20,6/13/20 20:30:04,anonymous,,Female,Fourth/Senior,25-30,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Uncertain,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
437,6/13/20 20:30:15,6/13/20 20:31:01,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,9-12,Agree,Agree,Agree,Agree,Agree,Uncertain,Strongly Agree,Strongly Agree,Uncertain,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
438,6/13/20 20:30:18,6/13/20 20:38:16,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,I pad/ Tablet,1-3 ,6-9,Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,"Agree	",Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
439,6/13/20 20:37:47,6/13/20 20:43:58,anonymous,,Female,Fourth/Senior,18-24,80-89 / 3-3.49,Other,Laptop,3-6,6-9,Uncertain,Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
440,6/13/20 20:42:27,6/13/20 20:45:14,anonymous,,Female,Fourth/Senior,18-24,+90 / +3.5,I pad/ Tablet,I pad/ Tablet,3-6,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	",Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
441,6/13/20 20:50:24,6/13/20 20:55:43,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Mobile phone,6-9,6-9,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Uncertain,Disagree,Agree,Strongly Agree,Uncertain,Agree
442,6/13/20 21:00:25,6/13/20 21:03:53,anonymous,,Male,First/Freshman,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,3-6,Uncertain,Agree,Disagree,Disagree,Strongly Agree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Uncertain	",Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Agree
443,6/13/20 21:11:04,6/13/20 21:14:41,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,9-12,+12,Strongly Agree,Strongly Agree,Disagree,Disagree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Agree,Agree
444,6/13/20 21:12:14,6/13/20 21:17:46,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,9-12,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
445,6/13/20 21:21:31,6/13/20 21:25:28,anonymous,,Female,First/Freshman,18-24,80-89 / 3-3.49,Mobile phone,Laptop,1-3 ,6-9,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Uncertain
446,6/13/20 21:37:02,6/13/20 21:40:46,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Laptop,Laptop,6-9,9-12,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Uncertain,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Uncertain,Agree,Agree,Strongly Agree,Agree,Agree
447,6/13/20 21:25:19,6/13/20 21:43:38,anonymous,,Female,Second/ Sophomore,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,,,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree
448,6/13/20 22:07:21,6/13/20 22:10:26,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Mobile phone,1-3 ,9-12,Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Agree,"Uncertain	","Agree	","Uncertain	","Agree	",Agree,Strongly Agree,Agree,Uncertain,Agree,Uncertain,Strongly Agree,Uncertain,Uncertain
449,6/13/20 22:10:46,6/13/20 22:14:37,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Laptop,3-6,9-12,Agree,Strongly Agree,Disagree,Uncertain,Agree,Disagree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,"Agree	","Agree	",Disagree,Strongly Agree,Agree,Strongly Agree,Agree,Uncertain,Agree,Uncertain,Disagree,Agree,Disagree
450,6/13/20 22:18:29,6/13/20 22:21:12,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,I pad/ Tablet,Laptop,1-3 ,9-12,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Agree,Strongly Agree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree
451,6/13/20 22:16:52,6/13/20 22:21:19,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,9-12,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Disagree,Uncertain,Strongly Agree,Disagree,"Agree	","Agree	",Disagree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Agree,Disagree,Strongly Agree,Disagree
452,6/13/20 22:20:03,6/13/20 22:23:58,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Laptop,6-9,9-12,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
453,6/13/20 22:25:52,6/13/20 22:30:29,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Laptop,9-12,9-12,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Disagree,Strongly Disagree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Agree,Agree,Strongly Agree,Agree,Uncertain
454,6/13/20 22:26:05,6/13/20 22:30:47,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Laptop,9-12,9-12,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Disagree,Strongly Disagree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Uncertain,Agree,Strongly Agree,Strongly Agree,Disagree
455,6/13/20 22:42:37,6/13/20 22:45:27,anonymous,,Female,Second/ Sophomore,18-24,+90 / +3.5,Laptop,Laptop,6-9,9-12,Strongly Agree,Strongly Agree,Uncertain,Agree,Agree,Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Disagree,Strongly Agree,Agree,Disagree
456,6/13/20 22:42:32,6/13/20 22:45:58,anonymous,,Male,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,+12,+12,Uncertain,Strongly Agree,Uncertain,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,"Uncertain	",Strongly Agree,Agree,Strongly Agree,Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Uncertain
457,6/13/20 22:47:57,6/13/20 22:49:11,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Laptop,Laptop,6-9,+12,Strongly Agree,Uncertain,Strongly Agree,Disagree,Agree,Uncertain,Strongly Agree,Strongly Disagree,Uncertain,Uncertain,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Uncertain,Agree,Uncertain,Agree,Agree,Strongly Agree,Uncertain,Disagree,Strongly Disagree
458,6/13/20 23:47:11,6/13/20 23:50:07,anonymous,,Male,Fourth/Senior,18-24,80-89 / 3-3.49,Other,Mobile phone,1-3 ,3-6,Disagree,Agree,Uncertain,Uncertain,Disagree,Strongly Disagree,Uncertain,Disagree,Uncertain,Disagree,"Uncertain	","Uncertain	",Disagree,"Uncertain	",Uncertain,Uncertain,Agree,Agree,Agree,Uncertain,Agree,Agree,Uncertain
459,6/13/20 23:58:19,6/14/20 0:00:58,anonymous,,Male,Fourth/Senior,25-30,80-89 / 3-3.49,Laptop,Mobile phone,3-6,6-9,Uncertain,Uncertain,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,,,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
460,6/14/20 0:04:24,6/14/20 0:09:38,anonymous,,Male,First/Freshman,18-24,70-79 / 2.5-299,Other,Mobile phone,1-3 ,3-6,Agree,Uncertain,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree
461,6/14/20 0:24:30,6/14/20 0:29:31,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
462,6/14/20 0:24:30,6/14/20 0:29:31,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
463,6/14/20 0:24:30,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
464,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
465,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
466,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
467,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
468,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
469,6/14/20 0:24:31,6/14/20 0:29:32,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
470,6/14/20 0:24:31,6/14/20 0:29:33,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
471,6/14/20 0:24:31,6/14/20 0:29:33,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
472,6/14/20 0:24:31,6/14/20 0:29:33,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
473,6/14/20 0:24:31,6/14/20 0:29:33,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
474,6/14/20 0:24:31,6/14/20 0:29:33,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,1-3 ,3-6,Agree,Strongly Agree,Uncertain,Uncertain,Agree,Disagree,Uncertain,Uncertain,Agree,Agree,"Agree	","Agree	","Uncertain	","Uncertain	",Agree,Strongly Agree,Strongly Agree,Agree,Agree,Agree,Agree,Agree,Uncertain
475,6/14/20 0:41:51,6/14/20 0:45:11,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,6-9,Uncertain,Agree,Uncertain,Uncertain,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Uncertain	","Agree	",Disagree,"Uncertain	",Uncertain,Agree,Uncertain,Disagree,Uncertain,Disagree,Uncertain,Uncertain,Uncertain
476,6/14/20 1:35:25,6/14/20 1:41:42,anonymous,,Female,Third/Junior,18-24,+90 / +3.5,Mobile phone,Laptop,1-3 ,6-9,Uncertain,Strongly Agree,Agree,Disagree,Strongly Agree,Uncertain,Disagree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
477,6/14/20 2:07:37,6/14/20 2:11:48,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Other,Laptop,3-6,6-9,Disagree,Agree,Uncertain,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,"Agree	","Agree	","Agree	",Agree,Agree,Agree,Strongly Agree,Strongly Agree,Uncertain,Agree,Uncertain,Agree
478,6/14/20 2:34:05,6/14/20 2:38:53,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,6-9,+12,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
479,6/14/20 2:54:30,6/14/20 2:58:04,anonymous,,Female,Other,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,1-3 ,Agree,Agree,Disagree,Uncertain,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	","Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
480,6/14/20 2:57:59,6/14/20 3:02:38,anonymous,,Female,Third/Junior,18-24,80-89 / 3-3.49,Laptop,Laptop,3-6,+12,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Uncertain,Disagree,Agree
481,6/14/20 10:50:47,6/14/20 10:56:19,anonymous,,Female,First/Freshman,18-24,+90 / +3.5,Mobile phone,Mobile phone,1-3 ,9-12,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
482,6/14/20 11:32:33,6/14/20 11:34:42,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Laptop,Mobile phone,6-9,9-12,Uncertain,Strongly Agree,Agree,Agree,Agree,Disagree,Uncertain,Agree,Agree,Agree,"Agree	","Agree	","Agree	","Agree	",Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
483,6/14/20 11:33:30,6/14/20 11:41:52,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Laptop,Laptop,1-3 ,3-6,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,"Agree	",Disagree,"Uncertain	",Agree,Agree,Strongly Agree,Uncertain,Agree,Agree,Agree,Strongly Agree,Agree
484,6/14/20 11:41:03,6/14/20 11:45:03,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,3-6,9-12,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
485,6/14/20 11:46:39,6/14/20 11:52:05,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
486,6/14/20 11:46:45,6/14/20 11:52:11,anonymous,,Female,Fourth/Senior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,6-9,Disagree,Disagree,Strongly Agree,Strongly Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
487,6/14/20 11:56:52,6/14/20 11:59:50,anonymous,,Male,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Laptop,9-12,3-6,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain
488,6/14/20 13:23:57,6/14/20 13:26:42,anonymous,,Male,Third/Junior,18-24,70-79 / 2.5-299,Mobile phone,Mobile phone,1-3 ,1-3 ,Uncertain,Disagree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Agree,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Uncertain,Uncertain,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
489,6/14/20 13:43:03,6/14/20 13:46:55,anonymous,,Male,Third/Junior,18-24,60-69 / 2-2.49,Mobile phone,Mobile phone,1-3 ,1-3 ,Disagree,Disagree,Uncertain,Uncertain,Disagree,Disagree,Disagree,Disagree,Agree,Agree,"Agree	","Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree
490,6/14/20 14:13:27,6/14/20 14:17:20,anonymous,,Female,Second/ Sophomore,18-24,80-89 / 3-3.49,Mobile phone,Mobile phone,1-3 ,3-6,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree
491,6/14/20 15:13:37,6/14/20 15:14:34,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,I pad/ Tablet,Laptop,1-3 ,9-12,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Uncertain,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree
492,6/14/20 15:15:23,6/14/20 15:16:39,anonymous,,Male,Second/ Sophomore,18-24,70-79 / 2.5-299,I pad/ Tablet,Laptop,1-3 ,9-12,Uncertain,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Uncertain,Strongly Agree,Strongly Agree,"Agree	",Strongly Agree,"Agree	",Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Agree
